from,to,proximity
2940,8408,0.529411764705882
3810,8408,0.529411764705882
6909,8408,0.529411764705882
7507,8408,0.529411764705882
7609,8408,0.529411764705882
3914,8439,0.529411764705882
3914,8441,0.529411764705882
8101,8475,0.529411764705882
8473,8523,0.529411764705882
8529,8534,0.529411764705882
8532,8534,0.529411764705882
4016,8538,0.529411764705882
8535,8538,0.529411764705882
8534,8541,0.529411764705882
8534,8542,0.529411764705882
8538,8708,0.529411764705882
1904,3401,0.528301886792453
4203,6211,0.528301886792453
3212,3214,0.527777777777778
4404,4411,0.527777777777778
4417,4817,0.527777777777778
6202,6209,0.527777777777778
6202,6403,0.527777777777778
3214,7325,0.527777777777778
4413,9403,0.527777777777778
4421,9403,0.527777777777778
0305,2301,0.527272727272727
1601,4819,0.527272727272727
1902,4819,0.527272727272727
2103,4819,0.527272727272727
