from,to,proximity
0401,4821,0.428571428571429
0602,4821,0.428571428571429
2102,4821,0.428571428571429
2522,4821,0.428571428571429
3004,4821,0.428571428571429
3808,4821,0.428571428571429
4004,4821,0.428571428571429
4008,4821,0.428571428571429
4820,4821,0.428571428571429
2522,4822,0.428571428571429
4820,4822,0.428571428571429
2007,4901,0.428571428571429
3820,4910,0.428571428571429
3923,4911,0.428571428571429
2821,5003,0.428571428571429
0713,5201,0.428571428571429
5205,5210,0.428571428571429
5007,5306,0.428571428571429
3912,5404,0.428571428571429
3919,5404,0.428571428571429
4008,5404,0.428571428571429
2917,5501,0.428571428571429
5205,5508,0.428571428571429
5205,5510,0.428571428571429
3002,5602,0.428571428571429
3404,5602,0.428571428571429
3916,5602,0.428571428571429
4008,5602,0.428571428571429
5113,5602,0.428571428571429
5302,5602,0.428571428571429
5506,5602,0.428571428571429
3926,5603,0.428571428571429
5306,5604,0.428571428571429
5113,5605,0.428571428571429
5306,5605,0.428571428571429
0704,5702,0.428571428571429
5702,5703,0.428571428571429
3601,5704,0.428571428571429
5302,5704,0.428571428571429
5702,5802,0.428571428571429
4807,5811,0.428571428571429
3604,5905,0.428571428571429
5113,5905,0.428571428571429
5404,5906,0.428571428571429
5602,5906,0.428571428571429
4810,5908,0.428571428571429
3406,5911,0.428571428571429
3916,5911,0.428571428571429
4010,5911,0.428571428571429
4902,5911,0.428571428571429
0813,6101,0.428571428571429
0904,6101,0.428571428571429
2001,6101,0.428571428571429
2005,6101,0.428571428571429
4821,6101,0.428571428571429
0712,6104,0.428571428571429
0712,6108,0.428571428571429
0712,6110,0.428571428571429
4820,6110,0.428571428571429
5204,6110,0.428571428571429
5509,6110,0.428571428571429
1401,6111,0.428571428571429
4817,6111,0.428571428571429
5202,6111,0.428571428571429
5509,6111,0.428571428571429
5505,6113,0.428571428571429
0712,6115,0.428571428571429
5205,6116,0.428571428571429
6111,6116,0.428571428571429
2515,6117,0.428571428571429
6117,6205,0.428571428571429
6202,6205,0.428571428571429
2001,6207,0.428571428571429
4601,6207,0.428571428571429
5209,6207,0.428571428571429
5505,6207,0.428571428571429
2515,6208,0.428571428571429
5209,6208,0.428571428571429
5505,6208,0.428571428571429
6202,6208,0.428571428571429
6207,6212,0.428571428571429
5113,6215,0.428571428571429
6111,6217,0.428571428571429
6207,6217,0.428571428571429
5702,6302,0.428571428571429
6111,6302,0.428571428571429
5801,6303,0.428571428571429
5811,6303,0.428571428571429
5901,6303,0.428571428571429
6110,6306,0.428571428571429
6101,6307,0.428571428571429
1518,6308,0.428571428571429
1806,6308,0.428571428571429
5505,6308,0.428571428571429
4820,6401,0.428571428571429
4821,6401,0.428571428571429
6205,6401,0.428571428571429
6110,6406,0.428571428571429
6207,6406,0.428571428571429
6101,6505,0.428571428571429
6111,6505,0.428571428571429
4008,6506,0.428571428571429
6601,6603,0.428571428571429
5404,6804,0.428571428571429
5911,6805,0.428571428571429
1806,6809,0.428571428571429
2806,6905,0.428571428571429
0706,6907,0.428571428571429
0712,6907,0.428571428571429
6111,6907,0.428571428571429
3908,6909,0.428571428571429
2925,7002,0.428571428571429
3908,7002,0.428571428571429
2812,7006,0.428571428571429
2927,7006,0.428571428571429
3705,7006,0.428571428571429
3707,7006,0.428571428571429
2806,7008,0.428571428571429
3916,7013,0.428571428571429
5113,7013,0.428571428571429
5606,7013,0.428571428571429
6902,7013,0.428571428571429
7113,7114,0.428571428571429
4008,7208,0.428571428571429
6907,7210,0.428571428571429
0706,7212,0.428571428571429
3923,7214,0.428571428571429
4411,7215,0.428571428571429
5602,7220,0.428571428571429
2925,7221,0.428571428571429
1003,7224,0.428571428571429
2821,7225,0.428571428571429
2925,7225,0.428571428571429
3908,7225,0.428571428571429
5113,7225,0.428571428571429
4008,7302,0.428571428571429
2007,7306,0.428571428571429
2522,7306,0.428571428571429
3923,7306,0.428571428571429
3923,7309,0.428571428571429
4820,7314,0.428571428571429
3407,7315,0.428571428571429
3914,7315,0.428571428571429
5111,7315,0.428571428571429
5911,7315,0.428571428571429
7302,7315,0.428571428571429
5505,7325,0.428571428571429
4008,7416,0.428571428571429
3926,7419,0.428571428571429
4008,7419,0.428571428571429
4910,7419,0.428571428571429
2916,7503,0.428571428571429
4904,7506,0.428571428571429
2821,7507,0.428571428571429
2925,7507,0.428571428571429
3908,7507,0.428571428571429
5905,7508,0.428571428571429
3002,7606,0.428571428571429
3006,7606,0.428571428571429
4005,7606,0.428571428571429
5602,7606,0.428571428571429
4008,7607,0.428571428571429
5602,7607,0.428571428571429
5911,7608,0.428571428571429
1501,7611,0.428571428571429
3606,7611,0.428571428571429
3816,7611,0.428571428571429
3926,7611,0.428571428571429
7008,7611,0.428571428571429
4821,7612,0.428571428571429
6101,7902,0.428571428571429
6104,7902,0.428571428571429
6110,7902,0.428571428571429
2806,7907,0.428571428571429
4008,7907,0.428571428571429
2611,8001,0.428571428571429
6909,8003,0.428571428571429
8001,8003,0.428571428571429
3407,8202,0.428571428571429
7315,8207,0.428571428571429
3815,8208,0.428571428571429
3913,8208,0.428571428571429
3926,8208,0.428571428571429
6903,8208,0.428571428571429
7013,8208,0.428571428571429
7222,8208,0.428571428571429
7229,8208,0.428571428571429
7302,8208,0.428571428571429
7315,8208,0.428571428571429
7415,8208,0.428571428571429
7607,8208,0.428571428571429
8101,8208,0.428571428571429
8208,8209,0.428571428571429
3407,8211,0.428571428571429
2807,8301,0.428571428571429
3916,8301,0.428571428571429
6902,8301,0.428571428571429
4008,8302,0.428571428571429
5911,8303,0.428571428571429
3926,8307,0.428571428571429
4008,8404,0.428571428571429
4008,8409,0.428571428571429
5911,8409,0.428571428571429
7606,8409,0.428571428571429
7608,8409,0.428571428571429
8403,8409,0.428571428571429
5510,8410,0.428571428571429
5602,8410,0.428571428571429
6902,8410,0.428571428571429
7318,8410,0.428571428571429
7607,8410,0.428571428571429
7609,8410,0.428571428571429
8301,8410,0.428571428571429
7606,8413,0.428571428571429
3926,8414,0.428571428571429
8409,8414,0.428571428571429
7013,8416,0.428571428571429
8410,8416,0.428571428571429
2707,8418,0.428571428571429
3916,8418,0.428571428571429
4005,8418,0.428571428571429
4811,8418,0.428571428571429
4902,8418,0.428571428571429
5602,8418,0.428571428571429
6905,8418,0.428571428571429
7211,8418,0.428571428571429
8301,8418,0.428571428571429
8302,8418,0.428571428571429
8416,8418,0.428571428571429
4008,8421,0.428571428571429
8409,8421,0.428571428571429
4910,8422,0.428571428571429
7611,8425,0.428571428571429
3206,8428,0.428571428571429
3406,8428,0.428571428571429
3820,8428,0.428571428571429
4814,8428,0.428571428571429
4910,8428,0.428571428571429
5602,8428,0.428571428571429
7226,8428,0.428571428571429
7315,8428,0.428571428571429
7320,8428,0.428571428571429
7322,8428,0.428571428571429
7419,8428,0.428571428571429
7907,8428,0.428571428571429
8208,8428,0.428571428571429
8404,8428,0.428571428571429
8422,8428,0.428571428571429
4821,8431,0.428571428571429
1514,8432,0.428571428571429
2707,8432,0.428571428571429
2806,8432,0.428571428571429
3006,8432,0.428571428571429
3816,8432,0.428571428571429
4807,8432,0.428571428571429
4814,8432,0.428571428571429
5603,8432,0.428571428571429
5606,8432,0.428571428571429
6805,8432,0.428571428571429
6905,8432,0.428571428571429
7224,8432,0.428571428571429
7419,8432,0.428571428571429
7606,8432,0.428571428571429
7608,8432,0.428571428571429
8303,8432,0.428571428571429
8307,8432,0.428571428571429
8402,8432,0.428571428571429
8404,8432,0.428571428571429
1806,8433,0.428571428571429
3306,8434,0.428571428571429
7611,8434,0.428571428571429
8418,8434,0.428571428571429
3916,8435,0.428571428571429
6804,8435,0.428571428571429
7013,8435,0.428571428571429
8301,8439,0.428571428571429
8208,8441,0.428571428571429
5004,8444,0.428571428571429
2821,8445,0.428571428571429
2919,8449,0.428571428571429
5004,8449,0.428571428571429
5113,8449,0.428571428571429
7606,8450,0.428571428571429
5602,8451,0.428571428571429
8301,8451,0.428571428571429
8301,8453,0.428571428571429
8435,8453,0.428571428571429
7315,8454,0.428571428571429
8410,8455,0.428571428571429
3911,8456,0.428571428571429
5110,8456,0.428571428571429
7225,8456,0.428571428571429
8113,8456,0.428571428571429
8202,8456,0.428571428571429
8208,8456,0.428571428571429
8209,8456,0.428571428571429
8444,8456,0.428571428571429
8447,8456,0.428571428571429
3908,8458,0.428571428571429
8301,8458,0.428571428571429
8457,8460,0.428571428571429
3914,8462,0.428571428571429
7227,8462,0.428571428571429
7412,8462,0.428571428571429
7607,8462,0.428571428571429
8420,8462,0.428571428571429
8454,8462,0.428571428571429
4008,8463,0.428571428571429
4008,8464,0.428571428571429
7013,8464,0.428571428571429
8428,8464,0.428571428571429
8432,8465,0.428571428571429
8432,8466,0.428571428571429
8208,8467,0.428571428571429
3919,8468,0.428571428571429
5910,8468,0.428571428571429
6902,8468,0.428571428571429
6903,8468,0.428571428571429
7318,8468,0.428571428571429
7412,8468,0.428571428571429
8208,8468,0.428571428571429
8303,8468,0.428571428571429
8427,8468,0.428571428571429
8428,8468,0.428571428571429
8439,8468,0.428571428571429
8451,8468,0.428571428571429
8462,8468,0.428571428571429
7315,8472,0.428571428571429
4910,8476,0.428571428571429
5113,8480,0.428571428571429
5903,8480,0.428571428571429
8104,8480,0.428571428571429
8113,8480,0.428571428571429
8208,8480,0.428571428571429
8305,8480,0.428571428571429
8457,8480,0.428571428571429
8458,8480,0.428571428571429
4008,8482,0.428571428571429
5911,8482,0.428571428571429
7611,8483,0.428571428571429
2806,8484,0.428571428571429
4008,8484,0.428571428571429
8428,8502,0.428571428571429
8468,8508,0.428571428571429
8301,8509,0.428571428571429
3810,8511,0.428571428571429
7318,8511,0.428571428571429
7413,8511,0.428571428571429
7609,8511,0.428571428571429
5911,8512,0.428571428571429
8409,8512,0.428571428571429
8418,8512,0.428571428571429
3926,8514,0.428571428571429
7315,8514,0.428571428571429
8410,8514,0.428571428571429
8428,8514,0.428571428571429
8462,8514,0.428571428571429
8511,8514,0.428571428571429
4411,8516,0.428571428571429
8409,8516,0.428571428571429
3926,8530,0.428571428571429
7611,8530,0.428571428571429
4012,8531,0.428571428571429
5806,8531,0.428571428571429
5909,8531,0.428571428571429
6506,8531,0.428571428571429
6507,8531,0.428571428571429
7611,8531,0.428571428571429
8301,8531,0.428571428571429
8526,8531,0.428571428571429
8504,8533,0.428571428571429
3926,8535,0.428571428571429
4008,8535,0.428571428571429
5911,8535,0.428571428571429
6903,8535,0.428571428571429
7416,8535,0.428571428571429
7606,8535,0.428571428571429
8404,8535,0.428571428571429
8409,8535,0.428571428571429
8413,8535,0.428571428571429
8418,8535,0.428571428571429
8422,8535,0.428571428571429
8530,8535,0.428571428571429
3820,8539,0.428571428571429
4902,8539,0.428571428571429
5603,8539,0.428571428571429
8418,8539,0.428571428571429
8428,8539,0.428571428571429
8483,8539,0.428571428571429
8512,8539,0.428571428571429
8516,8539,0.428571428571429
1704,8544,0.428571428571429
2001,8544,0.428571428571429
2007,8544,0.428571428571429
3402,8544,0.428571428571429
4820,8544,0.428571428571429
4821,8544,0.428571428571429
6101,8544,0.428571428571429
6205,8544,0.428571428571429
6810,8544,0.428571428571429
8003,8548,0.428571428571429
1506,8601,0.428571428571429
2925,8601,0.428571428571429
7225,8601,0.428571428571429
8456,8601,0.428571428571429
8601,8603,0.428571428571429
3002,8604,0.428571428571429
5910,8604,0.428571428571429
8416,8604,0.428571428571429
8462,8604,0.428571428571429
1806,8607,0.428571428571429
1109,8701,0.428571428571429
2923,8701,0.428571428571429
3002,8701,0.428571428571429
3403,8701,0.428571428571429
3507,8701,0.428571428571429
3704,8701,0.428571428571429
6902,8701,0.428571428571429
6903,8701,0.428571428571429
7302,8701,0.428571428571429
8301,8701,0.428571428571429
8408,8701,0.428571428571429
8416,8701,0.428571428571429
8427,8701,0.428571428571429
8435,8701,0.428571428571429
8464,8701,0.428571428571429
8514,8701,0.428571428571429
8301,8707,0.428571428571429
8511,8707,0.428571428571429
8701,8707,0.428571428571429
8428,8709,0.428571428571429
3926,8712,0.428571428571429
8432,8712,0.428571428571429
8531,8712,0.428571428571429
3407,8715,0.428571428571429
2525,8804,0.428571428571429
8901,8905,0.428571428571429
2926,9002,0.428571428571429
8470,9002,0.428571428571429
8531,9005,0.428571428571429
8531,9006,0.428571428571429
3908,9017,0.428571428571429
8208,9017,0.428571428571429
9002,9017,0.428571428571429
3810,9020,0.428571428571429
3815,9020,0.428571428571429
3821,9020,0.428571428571429
9013,9020,0.428571428571429
3006,9021,0.428571428571429
8421,9021,0.428571428571429
3926,9025,0.428571428571429
5911,9025,0.428571428571429
8428,9025,0.428571428571429
5911,9026,0.428571428571429
8432,9026,0.428571428571429
9021,9027,0.428571428571429
8432,9028,0.428571428571429
8003,9029,0.428571428571429
8301,9029,0.428571428571429
5911,9031,0.428571428571429
8539,9032,0.428571428571429
7113,9101,0.428571428571429
7113,9102,0.428571428571429
3908,9107,0.428571428571429
7015,9114,0.428571428571429
8458,9201,0.428571428571429
2821,9205,0.428571428571429
2925,9205,0.428571428571429
3911,9205,0.428571428571429
7107,9205,0.428571428571429
7221,9205,0.428571428571429
7507,9205,0.428571428571429
8444,9205,0.428571428571429
8447,9205,0.428571428571429
8457,9205,0.428571428571429
8458,9205,0.428571428571429
3911,9209,0.428571428571429
3926,9209,0.428571428571429
6808,9209,0.428571428571429
7222,9209,0.428571428571429
7318,9209,0.428571428571429
7415,9209,0.428571428571429
7607,9209,0.428571428571429
8003,9209,0.428571428571429
8207,9209,0.428571428571429
8208,9209,0.428571428571429
8448,9209,0.428571428571429
8451,9209,0.428571428571429
8477,9209,0.428571428571429
8480,9209,0.428571428571429
8514,9209,0.428571428571429
3916,9301,0.428571428571429
8601,9302,0.428571428571429
3916,9303,0.428571428571429
4006,9303,0.428571428571429
5906,9303,0.428571428571429
5909,9303,0.428571428571429
8208,9303,0.428571428571429
8410,9303,0.428571428571429
8416,9303,0.428571428571429
8417,9303,0.428571428571429
8464,9303,0.428571428571429
8701,9303,0.428571428571429
9302,9303,0.428571428571429
0103,9305,0.428571428571429
4008,9305,0.428571428571429
5109,9305,0.428571428571429
5111,9305,0.428571428571429
5909,9305,0.428571428571429
5910,9305,0.428571428571429
6804,9305,0.428571428571429
7222,9305,0.428571428571429
8207,9305,0.428571428571429
8301,9305,0.428571428571429
8410,9305,0.428571428571429
8416,9305,0.428571428571429
8462,9305,0.428571428571429
8463,9305,0.428571428571429
8480,9305,0.428571428571429
8546,9305,0.428571428571429
4910,9402,0.428571428571429
5911,9402,0.428571428571429
0712,9404,0.428571428571429
4821,9404,0.428571428571429
6205,9404,0.428571428571429
2522,9406,0.428571428571429
5910,9506,0.428571428571429
6804,9506,0.428571428571429
8531,9506,0.428571428571429
8714,9506,0.428571428571429
8432,9508,0.428571428571429
3926,9603,0.428571428571429
5911,9603,0.428571428571429
4419,9609,0.428571428571429
9608,9609,0.428571428571429
9002,9611,0.428571428571429
2925,9612,0.428571428571429
8443,9612,0.428571428571429
8449,9616,0.428571428571429
0302,0307,0.425925925925926
0910,1404,0.425925925925926
0910,1701,0.425925925925926
0910,1902,0.425925925925926
0910,1904,0.425925925925926
1212,2001,0.425925925925926
0511,2301,0.425925925925926
0910,3301,0.425925925925926
0910,3401,0.425925925925926
0811,3917,0.425925925925926
1515,3917,0.425925925925926
1902,3917,0.425925925925926
3602,3917,0.425925925925926
0403,4403,0.425925925925926
2309,4403,0.425925925925926
4403,4409,0.425925925925926
3917,6106,0.425925925925926
0910,6211,0.425925925925926
0910,7010,0.425925925925926
1212,7010,0.425925925925926
1902,7214,0.425925925925926
2007,7214,0.425925925925926
2105,7214,0.425925925925926
2522,7214,0.425925925925926
3917,7214,0.425925925925926
6907,7214,0.425925925925926
7214,7216,0.425925925925926
3917,7604,0.425925925925926
0403,0811,0.425531914893617
0810,0811,0.425531914893617
0409,1104,0.425531914893617
0811,1601,0.425531914893617
0811,1806,0.425531914893617
1104,2102,0.425531914893617
0811,2501,0.425531914893617
2001,2501,0.425531914893617
0811,4411,0.425531914893617
1104,4411,0.425531914893617
0811,4822,0.425531914893617
0709,6102,0.425531914893617
0904,6109,0.425531914893617
6109,6117,0.425531914893617
6109,6212,0.425531914893617
6102,6307,0.425531914893617
6109,6307,0.425531914893617
6102,6401,0.425531914893617
6109,6401,0.425531914893617
6102,6406,0.425531914893617
6109,6406,0.425531914893617
6102,6505,0.425531914893617
1517,7306,0.425531914893617
2005,7306,0.425531914893617
4412,7306,0.425531914893617
6405,7306,0.425531914893617
7210,7306,0.425531914893617
7216,7306,0.425531914893617
7217,7306,0.425531914893617
0811,7308,0.425531914893617
0811,9403,0.425531914893617
7306,9406,0.425531914893617
0802,1404,0.425
1404,5202,0.425
5209,6104,0.425
5509,6104,0.425
6002,6104,0.425
6107,6212,0.425
6107,6302,0.425
6107,6306,0.425
0602,7314,0.425
2201,7314,0.425
4404,7314,0.425
4817,7314,0.425
6401,7314,0.425
6905,7314,0.425
7311,7326,0.425
0401,7604,0.425
2403,7604,0.425
4410,7604,0.425
4413,7604,0.425
4417,7604,0.425
4808,7604,0.425
5509,7604,0.425
6801,7604,0.425
6810,7604,0.425
6811,7604,0.425
7008,7604,0.425
7212,7604,0.425
7213,7604,0.425
7326,7604,0.425
7604,7616,0.425
7604,8309,0.425
7604,8438,0.425
4822,8474,0.425
7314,8474,0.425
8416,8474,0.425
8428,8474,0.425
7604,8516,0.425
8474,8530,0.425
8474,8535,0.425
7314,8716,0.425
8474,9403,0.425
2306,9404,0.425
4411,9404,0.425
4421,9404,0.425
4822,9404,0.425
6201,9404,0.425
6208,9404,0.425
6403,9404,0.425
6810,9404,0.425
7326,9404,0.425
0910,2202,0.424657534246575
1601,2202,0.424657534246575
2008,2202,0.424657534246575
2105,2202,0.424657534246575
2202,2309,0.424657534246575
0209,0406,0.424242424242424
0406,0701,0.424242424242424
0504,0701,0.424242424242424
0701,0704,0.424242424242424
0406,1107,0.424242424242424
0406,3101,0.424242424242424
0406,3215,0.424242424242424
2209,3303,0.424242424242424
0406,3922,0.424242424242424
0406,4410,0.424242424242424
2208,4707,0.424242424242424
3208,4707,0.424242424242424
3209,4707,0.424242424242424
4008,4823,0.424242424242424
4811,4823,0.424242424242424
4823,4905,0.424242424242424
5202,5203,0.424242424242424
4601,6113,0.424242424242424
4601,6212,0.424242424242424
0406,6308,0.424242424242424
3004,6308,0.424242424242424
4823,6308,0.424242424242424
4823,6805,0.424242424242424
4823,6808,0.424242424242424
4823,7212,0.424242424242424
1516,7217,0.424242424242424
2515,7217,0.424242424242424
6406,7217,0.424242424242424
6802,7217,0.424242424242424
7208,7217,0.424242424242424
7215,7217,0.424242424242424
4823,7407,0.424242424242424
3004,7606,0.424242424242424
4823,8311,0.424242424242424
4823,8419,0.424242424242424
0406,8422,0.424242424242424
3004,8422,0.424242424242424
3004,8428,0.424242424242424
0406,8432,0.424242424242424
3004,8433,0.424242424242424
3004,8442,0.424242424242424
3004,8476,0.424242424242424
4421,8503,0.424242424242424
4823,8503,0.424242424242424
8404,8503,0.424242424242424
8428,8503,0.424242424242424
8442,8503,0.424242424242424
8502,8503,0.424242424242424
3004,8608,0.424242424242424
4823,9401,0.424242424242424
0804,6305,0.423728813559322
2302,6305,0.423728813559322
0201,0204,0.423076923076923
0201,0205,0.423076923076923
0201,0210,0.423076923076923
0203,0404,0.423076923076923
0209,0404,0.423076923076923
0201,0510,0.423076923076923
0201,1001,0.423076923076923
0404,1001,0.423076923076923
0201,1213,0.423076923076923
0103,1501,0.423076923076923
1213,1501,0.423076923076923
0201,1514,0.423076923076923
0404,1514,0.423076923076923
1106,1515,0.423076923076923
1501,1702,0.423076923076923
1515,1904,0.423076923076923
0408,2308,0.423076923076923
1005,2308,0.423076923076923
1519,2308,0.423076923076923
0404,2923,0.423076923076923
1501,3002,0.423076923076923
0203,3006,0.423076923076923
0209,3006,0.423076923076923
1501,3006,0.423076923076923
3006,3203,0.423076923076923
3006,3302,0.423076923076923
0105,3305,0.423076923076923
0709,3305,0.423076923076923
2007,3305,0.423076923076923
0201,3504,0.423076923076923
3006,3507,0.423076923076923
0404,3821,0.423076923076923
2712,3902,0.423076923076923
2907,3902,0.423076923076923
2914,3902,0.423076923076923
2916,3902,0.423076923076923
3902,3904,0.423076923076923
3902,3907,0.423076923076923
1501,4005,0.423076923076923
3006,4005,0.423076923076923
0404,4006,0.423076923076923
1501,4006,0.423076923076923
1703,4104,0.423076923076923
2007,4104,0.423076923076923
4104,4402,0.423076923076923
3305,4808,0.423076923076923
0404,4814,0.423076923076923
0404,4902,0.423076923076923
1001,4902,0.423076923076923
1003,4902,0.423076923076923
3815,4902,0.423076923076923
4406,4902,0.423076923076923
4902,5602,0.423076923076923
5206,5807,0.423076923076923
5508,5807,0.423076923076923
5510,5807,0.423076923076923
3601,5809,0.423076923076923
4104,6106,0.423076923076923
5212,6304,0.423076923076923
5802,6304,0.423076923076923
0508,6305,0.423076923076923
0712,6305,0.423076923076923
2005,6305,0.423076923076923
4104,6305,0.423076923076923
5202,6305,0.423076923076923
6110,6305,0.423076923076923
3305,6309,0.423076923076923
0704,6505,0.423076923076923
6116,6505,0.423076923076923
5807,6507,0.423076923076923
1501,6801,0.423076923076923
2509,6801,0.423076923076923
5308,6801,0.423076923076923
5503,6801,0.423076923076923
5609,6801,0.423076923076923
0404,6805,0.423076923076923
3305,6809,0.423076923076923
4902,6815,0.423076923076923
4902,6905,0.423076923076923
6506,6905,0.423076923076923
6801,6910,0.423076923076923
0102,7010,0.423076923076923
0710,7010,0.423076923076923
1704,7010,0.423076923076923
3305,7010,0.423076923076923
3602,7010,0.423076923076923
3814,7010,0.423076923076923
3925,7010,0.423076923076923
4820,7010,0.423076923076923
1213,7208,0.423076923076923
2706,7208,0.423076923076923
2815,7208,0.423076923076923
2835,7208,0.423076923076923
7208,7227,0.423076923076923
4902,7302,0.423076923076923
0404,7322,0.423076923076923
4902,7322,0.423076923076923
6801,7408,0.423076923076923
2402,7610,0.423076923076923
3902,8002,0.423076923076923
4902,8208,0.423076923076923
1501,8301,0.423076923076923
4902,8413,0.423076923076923
7208,8413,0.423076923076923
4902,8416,0.423076923076923
4902,8425,0.423076923076923
7419,8425,0.423076923076923
8416,8425,0.423076923076923
8417,8425,0.423076923076923
8422,8425,0.423076923076923
3305,8431,0.423076923076923
0408,8434,0.423076923076923
1213,8434,0.423076923076923
3821,8434,0.423076923076923
3916,8434,0.423076923076923
4807,8434,0.423076923076923
4812,8434,0.423076923076923
4902,8434,0.423076923076923
4905,8434,0.423076923076923
4906,8434,0.423076923076923
5910,8434,0.423076923076923
6506,8434,0.423076923076923
7419,8434,0.423076923076923
8208,8434,0.423076923076923
8307,8434,0.423076923076923
8417,8434,0.423076923076923
8434,8435,0.423076923076923
0201,8436,0.423076923076923
3006,8436,0.423076923076923
6506,8464,0.423076923076923
8425,8466,0.423076923076923
4902,8476,0.423076923076923
6506,8476,0.423076923076923
8425,8476,0.423076923076923
3006,8481,0.423076923076923
4902,8481,0.423076923076923
7208,8483,0.423076923076923
8425,8483,0.423076923076923
8434,8483,0.423076923076923
3006,8484,0.423076923076923
3205,8484,0.423076923076923
3506,8484,0.423076923076923
3813,8484,0.423076923076923
3903,8484,0.423076923076923
3904,8484,0.423076923076923
3906,8484,0.423076923076923
3907,8484,0.423076923076923
3912,8484,0.423076923076923
4005,8484,0.423076923076923
7208,8484,0.423076923076923
7220,8484,0.423076923076923
7222,8484,0.423076923076923
8208,8484,0.423076923076923
8408,8484,0.423076923076923
3902,8502,0.423076923076923
4006,8502,0.423076923076923
4905,8502,0.423076923076923
7419,8502,0.423076923076923
8307,8502,0.423076923076923
8406,8502,0.423076923076923
8408,8502,0.423076923076923
8481,8502,0.423076923076923
1501,8516,0.423076923076923
3909,8516,0.423076923076923
3916,8516,0.423076923076923
6902,8516,0.423076923076923
7320,8516,0.423076923076923
7322,8516,0.423076923076923
8302,8516,0.423076923076923
8404,8516,0.423076923076923
8435,8516,0.423076923076923
8453,8516,0.423076923076923
8482,8516,0.423076923076923
8509,8516,0.423076923076923
0209,8530,0.423076923076923
0404,8530,0.423076923076923
3821,8530,0.423076923076923
4006,8530,0.423076923076923
5602,8530,0.423076923076923
5906,8530,0.423076923076923
5909,8530,0.423076923076923
7904,8530,0.423076923076923
8208,8530,0.423076923076923
8301,8530,0.423076923076923
8413,8530,0.423076923076923
8465,8530,0.423076923076923
8530,8604,0.423076923076923
3916,8606,0.423076923076923
6815,8606,0.423076923076923
8302,8606,0.423076923076923
8483,8606,0.423076923076923
3006,8701,0.423076923076923
8516,8701,0.423076923076923
8530,8701,0.423076923076923
8434,8709,0.423076923076923
8484,8709,0.423076923076923
8530,8709,0.423076923076923
1501,8712,0.423076923076923
6505,8712,0.423076923076923
8516,8712,0.423076923076923
4902,8801,0.423076923076923
6815,8801,0.423076923076923
8483,8801,0.423076923076923
3305,8903,0.423076923076923
0404,9005,0.423076923076923
8530,9005,0.423076923076923
4902,9020,0.423076923076923
8801,9020,0.423076923076923
3006,9026,0.423076923076923
4902,9026,0.423076923076923
8484,9026,0.423076923076923
8516,9029,0.423076923076923
8434,9306,0.423076923076923
9303,9306,0.423076923076923
1501,9402,0.423076923076923
8502,9402,0.423076923076923
3305,9403,0.423076923076923
0704,9604,0.423076923076923
8434,9604,0.423076923076923
0704,9614,0.423076923076923
1207,1211,0.422535211267606
1211,1905,0.422535211267606
1211,2001,0.422535211267606
1211,2302,0.422535211267606
2517,3915,0.422535211267606
2716,3915,0.422535211267606
3915,3923,0.422535211267606
1211,6107,0.422535211267606
1211,6203,0.422535211267606
1211,6211,0.422535211267606
0105,2005,0.422222222222222
0406,2005,0.422222222222222
0703,2005,0.422222222222222
0706,2005,0.422222222222222
0707,2005,0.422222222222222
0808,2005,0.422222222222222
0812,2005,0.422222222222222
1209,2005,0.422222222222222
2005,2401,0.422222222222222
2005,2828,0.422222222222222
2005,3208,0.422222222222222
2005,3214,0.422222222222222
2005,3921,0.422222222222222
2005,4823,0.422222222222222
2005,4901,0.422222222222222
2005,5601,0.422222222222222
2005,6103,0.422222222222222
2005,6104,0.422222222222222
0604,6105,0.422222222222222
0709,6105,0.422222222222222
5204,6105,0.422222222222222
2005,6112,0.422222222222222
2005,6114,0.422222222222222
6105,6115,0.422222222222222
2005,6308,0.422222222222222
6105,6403,0.422222222222222
0709,6405,0.422222222222222
5509,6405,0.422222222222222
6108,6405,0.422222222222222
6201,6405,0.422222222222222
6404,6405,0.422222222222222
6405,7308,0.422222222222222
2005,7604,0.422222222222222
6405,7604,0.422222222222222
2005,7610,0.422222222222222
6405,9403,0.422222222222222
2005,9404,0.422222222222222
1207,5201,0.421875
1207,7108,0.421875
0303,1605,0.421686746987952
0201,0401,0.421052631578947
0401,0506,0.421052631578947
0401,0706,0.421052631578947
0703,0710,0.421052631578947
0710,0805,0.421052631578947
0203,1002,0.421052631578947
0401,1107,0.421052631578947
0103,1205,0.421052631578947
1002,1205,0.421052631578947
1004,1205,0.421052631578947
0710,1512,0.421052631578947
0304,1605,0.421052631578947
0714,1801,0.421052631578947
0801,1801,0.421052631578947
1513,1801,0.421052631578947
2206,2208,0.421052631578947
1205,2303,0.421052631578947
0710,2508,0.421052631578947
1211,2523,0.421052631578947
2009,2523,0.421052631578947
2517,2523,0.421052631578947
2708,2803,0.421052631578947
0710,2811,0.421052631578947
2830,2832,0.421052631578947
2906,2914,0.421052631578947
2911,2914,0.421052631578947
2901,2915,0.421052631578947
2914,2921,0.421052631578947
2914,2922,0.421052631578947
0203,2923,0.421052631578947
2912,2923,0.421052631578947
2921,2923,0.421052631578947
2914,2925,0.421052631578947
2914,2926,0.421052631578947
2914,2930,0.421052631578947
2914,2931,0.421052631578947
2914,2934,0.421052631578947
0203,2940,0.421052631578947
