country_code,year,region,export_value,import_value,diversity,diversity_075,hhi,entropy,primary_share,manufacturing_share,eci,diversity_complexity
BRA,2022,Latin America and Caribbean,324321708574,256282157110,193,239,0.0520680064864446,4.07270346740071,0.66637042200858,0.33362957799142,-0.0910971736752108,193
BRA,2023,Latin America and Caribbean,327674641476,237027630259,190,231,0.0567711301254792,4.01246366640028,0.688937987474794,0.311062012525206,-0.252907428466712,190
CHL,1995,Latin America and Caribbean,15228965941,14717680156,149,177,0.0848907338218185,3.71554366561638,0.412472039949124,0.587527960050876,0.0570291429476096,149
CHL,1996,Latin America and Caribbean,14681140752,16345205213,161,188,0.079266581942443,3.84888054544761,0.430886238328464,0.569113761671536,0.102481758477721,161
CHL,1997,Latin America and Caribbean,15536961353,17799400009,166,189,0.09647439553646,3.73624052454574,0.413721996660488,0.586278003339512,0.220354119795428,166
CHL,1998,Latin America and Caribbean,14017013709,16099175018,174,196,0.0762904679926677,3.95059546365213,0.433906291544457,0.566093708455543,0.1890761123306,174
CHL,1999,Latin America and Caribbean,14140681752,13095980492,167,207,0.0782360941512613,3.89814417305056,0.447174191237679,0.552825808762322,0.0643537200970514,167
CHL,2000,Latin America and Caribbean,17058922470,16322635099,176,203,0.0915498289708852,3.72001374987847,0.424417811836154,0.575582188163846,0.13202122503535,176
CHL,2001,Latin America and Caribbean,17362442395,15511822181,183,211,0.0765196901877724,3.86560889115744,0.437109326691592,0.562890673308408,0.00675618609198182,183
CHL,2002,Latin America and Caribbean,16678672081,14559634446,173,200,0.0779778628204075,3.84368067996283,0.43363002233487,0.56636997766513,-0.00195804896590632,173
CHL,2003,Latin America and Caribbean,20875583122,16859338481,173,212,0.0704193424974239,3.94079934641231,0.455331541660396,0.544668458339604,-0.0272894011634325,173
CHL,2004,Latin America and Caribbean,31097712264,21722441076,149,177,0.101874603800933,3.59108750087271,0.450219965930031,0.549780034069969,-0.0419213733336133,149
CHL,2005,Latin America and Caribbean,40338968336,29046532285,140,163,0.103883372422025,3.51827833308081,0.473808233909217,0.526191766090783,-0.171803926724076,140
CHL,2006,Latin America and Caribbean,55250702072,34330679954,135,151,0.137003305914763,3.24686624833503,0.43321640506592,0.56678359493408,-0.161587150807999,135
CHL,2007,Latin America and Caribbean,65075556465,41467045882,127,150,0.139872982739677,3.20940020500637,0.427299655869335,0.572700344130665,-0.333916353459898,127
CHL,2008,Latin America and Caribbean,61682470052,54888488972,145,179,0.113887226573007,3.52526555992057,0.409204968165531,0.590795031834469,-0.319876965759199,145
CHL,2009,Latin America and Caribbean,53136388653,38497339911,137,163,0.130395096341256,3.40780860806058,0.423933844942024,0.576066155057976,-0.393334048409208,137
CHL,2010,Latin America and Caribbean,69526633949,51531579041,126,146,0.155451918336781,3.19349837795467,0.407293281733903,0.592706718266097,-0.391125020998458,126
CHL,2011,Latin America and Caribbean,75709733399,66338344475,137,163,0.132406988901899,3.38877119799234,0.40449192065712,0.59550807934288,-0.292643483688332,137
CHL,2012,Latin America and Caribbean,74946333836,71590874563,136,165,0.121943867693428,3.43355518011614,0.433017919902726,0.566982080097274,-0.220203899896885,136
CHL,2013,Latin America and Caribbean,71658818977,70203028187,134,156,0.11215986738988,3.41042994423284,0.474953528440427,0.525046471559573,-0.240132074551835,134
CHL,2014,Latin America and Caribbean,71353108491,65101737035,135,158,0.104627074077146,3.48527373818549,0.484765227983906,0.515234772016094,-0.336114146322523,135
CHL,2015,Latin America and Caribbean,58401048317,58519333886,137,160,0.0988637031132258,3.54740886539337,0.494363554799338,0.505636445200662,-0.269695606948126,137
