country_id,country_code,product_id,product_code,year,export_value,import_value,source_export_rca,source_pci,total_country_exports,total_world_exports_product,total_world_exports,export_share_country,export_share_world_product,rca,mcp,mcp_075,product_chapter,product_section,region
68,BOL,819,2005,1995,42558,592077,0.064997,-1.009,928895391,3526520513,4783875842339,0.0000458157080036583,0.000737168068157004,0.0621509666285496,0,0,20,Foodstuffs,Latin America and Caribbean
68,BOL,820,2006,1995,0,108316,0,-0.527,928895391,240828101,4783875842339,0,0.0000503416286159824,0,0,0,20,Foodstuffs,Latin America and Caribbean
68,BOL,821,2007,1995,12293,1153804,0.08502,-0.434,928895391,779092624,4783875842339,0.000013233998272686,0.000162858035968399,0.0812609472660836,0,0,20,Foodstuffs,Latin America and Caribbean
68,BOL,822,2008,1995,6455171,2563894,8.924931,-1.263,928895391,3919797423,4783875842339,0.0069492981260793,0.000819376913654071,8.48119834752043,1,1,20,Foodstuffs,Latin America and Caribbean
68,BOL,823,2009,1995,71130,412907,0.071795,-0.667,928895391,5325625622,4783875842339,0.0000765748228370745,0.00111324494980959,0.06878524160399,0,0,20,Foodstuffs,Latin America and Caribbean
68,BOL,824,2101,1995,0,1430984,0,-0.756,928895391,2129119050,4783875842339,0,0.000445061519188383,0,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,825,2102,1995,0,96520,0,-0.206,928895391,553270169,4783875842339,0,0.000115653120447517,0,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,826,2103,1995,15191,3534358,0.037242,-0.284,928895391,2305112030,4783875842339,0.000016353832893547,0.000481850304223814,0.0339396545985179,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,827,2104,1995,1016,1534753,0.006113,-0.632,928895391,891505349,4783875842339,0.00000109377224803132,0.000186356288996855,0.00586925321339585,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,828,2105,1995,0,175670,0,0.253,928895391,1148297280,4783875842339,0,0.000240034925203778,0,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,829,2106,1995,54923,12437324,0.034351,-0.523,928895391,8615752181,4783875842339,0.0000591272176954961,0.00180099828359832,0.0328302465549065,0,0,21,Foodstuffs,Latin America and Caribbean
68,BOL,830,2201,1995,5197,166047,0.024088,0.038,928895391,1155072586,4783875842339,0.00000559481729627831,0.000241451204853018,0.0231716271603785,0,0,22,Foodstuffs,Latin America and Caribbean
68,BOL,831,2202,1995,60744,1611978,0.111414,-0.285,928895391,3026347928,4783875842339,0.0000653938006244236,0.000632614229076714,0.103370739415496,0,0,22,Foodstuffs,Latin America and Caribbean
68,BOL,832,2203,1995,2330729,2811796,2.833812,-0.591,928895391,4491376324,4783875842339,0.00250914045067105,0.000938857209514036,2.67254746008694,1,1,22,Foodstuffs,Latin America and Caribbean
68,BOL,833,2204,1995,57807,3243169,0.031742,-0.392,928895391,9675377361,4783875842339,0.0000622319806515221,0.00202249758979309,0.0307698664095262,0,0,22,Foodstuffs,Latin America and Caribbean
