"product_code","product_name_short","product_section","product_chapter","pci_final","ubiquity","density","opportunity_score","relative_category"
"3307","Toiletries","Chemicals","33","0.285036996124037","39","0.0642478681994398","0.514871542192137","Excluded from relative universe"
"3402","Cleaning products","Chemicals","34","-0.0636322123786592","48","0.0689842125045156","0.526701358961092","Incremental extensions"
"3403","Lubricants","Chemicals","34","1.45261739605372","16","0.0412292893779608","0.533666103346556","Transformational long shots"
"3406","Candles","Chemicals","34","0.0979453837772765","27","0.0543848041837676","0.486461528638766","Middle-range candidates"
"3502","Albumins","Chemicals","35","0.28396546359776","17","0.0590212043249058","0.513511879113232","Middle-range candidates"
"3504","Peptones","Chemicals","35","0.732976276589645","18","0.0529734187131227","0.525764577144446","Excluded from relative universe"
"3506","Glues and adhesives","Chemicals","35","0.83639643859731","25","0.0493193904657411","0.540318429417182","Excluded from relative universe"
"3705","Photographic film, developed","Chemicals","37","2.64885253115279","6","0.0317996168662572","0.491114202803952","Middle-range candidates"
"3803","Tall oil","Chemicals","38","0.426402980908116","10","0.0616296200010012","0.464314780254195","Middle-range candidates"
"3805","Turpentines","Chemicals","38","-0.599186375760665","20","0.0772723544215753","0.455160778681304","Excluded from relative universe"
"3806","Rosin and resin acids","Chemicals","38","-0.0231465277458639","19","0.0691273474615493","0.487852227358377","Incremental extensions"
"3808","Insecticides, rodenticides, fungicides, etc.","Chemicals","38","0.206419804401177","34","0.0627748814612046","0.526854382984339","Middle-range candidates"
"3814","Organic composite solvents and thinners","Chemicals","38","0.136539624327497","48","0.063917598070467","0.492536950948739","Excluded from relative universe"
"3816","Refractory cements","Chemicals","38","0.576854729941897","23","0.0481652776058172","0.525733801520279","Middle-range candidates"
"3818","Chemical elements for electronics","Chemicals","38","1.92815681719947","10","0.0329927693673771","0.50606168198805","Middle-range candidates"
"3819","Hydraulic fluids","Chemicals","38","1.28418130406363","15","0.0458710486224382","0.522049795164131","Transformational long shots"
"3820","Antifreezing preparation","Chemicals","38","0.420010926582033","27","0.060264759773787","0.525329434161602","Middle-range candidates"
"3821","Prepared culture media for micro-organisms","Chemicals","38","0.925565293226922","20","0.0482501606549632","0.534970170003954","Transformational long shots"
"3901","Polymers of ethylene","Plastics and rubber","39","0.13207123075707","29","0.0666895404244547","0.502265388480004","Incremental extensions"
"3902","Polymers of propylene","Plastics and rubber","39","0.524951361096915","26","0.0555477639638342","0.518232328772523","Middle-range candidates"
"3904","Polymers of vinyl chloride","Plastics and rubber","39","1.05180860395187","22","0.0465724485967686","0.55158939338562","Transformational long shots"
"3905","Polymers of vinyl acetate","Plastics and rubber","39","1.26617317433111","22","0.0486258244732785","0.537671672262473","Transformational long shots"
"3906","Acrylic polymers","Plastics and rubber","39","1.45590372382388","23","0.047350306618071","0.559228530124072","Transformational long shots"
"3908","Polyamides","Plastics and rubber","39","1.70177584760588","14","0.0421515575002354","0.568676028172415","Transformational long shots"
"3909","Amino-resins","Plastics and rubber","39","1.20025858591336","22","0.0453024915146889","0.564705845935894","Excluded from relative universe"
"3911","Petroleum resins","Plastics and rubber","39","1.51078823735664","13","0.036115335972795","0.542966215676851","Excluded from relative universe"
"3914","Ion-exchangers based on polymers","Plastics and rubber","39","1.54585659243016","17","0.0401009174117419","0.570439913500396","Excluded from relative universe"
"3915","Plastic waste","Plastics and rubber","39","-0.649935721357569","71","0.0741871096819933","0.462001999381265","Incremental extensions"
"3916","Monofilament","Plastics and rubber","39","0.731578563088919","20","0.0510434595242902","0.528077693137076","Excluded from relative universe"
"3917","Plastic tubes and fittings","Plastics and rubber","39","-0.00377187217177771","54","0.0670430908297973","0.513134827458215","Incremental extensions"
"3920","Other plates of plastics, noncellular and not reinforced","Plastics and rubber","39","0.164152933558731","41","0.0622232320400372","0.517650750533542","Middle-range candidates"
"3921","Other plastic plates, sheets etc.","Plastics and rubber","39","0.703186025302019","38","0.0580503598437089","0.548966841618165","Middle-range candidates"
"3922","Baths, sinks etc.","Plastics and rubber","39","0.472194952411587","31","0.0556101370041744","0.535084937298747","Middle-range candidates"
"3923","Packing lids","Plastics and rubber","39","-0.0342495397878116","63","0.0701829030645542","0.512874249293481","Incremental extensions"
"3925","Plastic builders' ware","Plastics and rubber","39","0.351273947379988","38","0.0581426975424018","0.518528715116735","Excluded from relative universe"
"3926","Other articles of plastic","Plastics and rubber","39","1.03512981089685","28","0.0482403977063621","0.581097527431264","Transformational long shots"
"4005","Compounded rubber","Plastics and rubber","40","1.12003194809193","24","0.0510372837910274","0.564048752688763","Transformational long shots"
"4006","Unvulcanized rubber rods","Plastics and rubber","40","0.745129209864367","19","0.0515881681776451","0.516188371149741","Middle-range candidates"
"4008","Vulcanized rubber plates","Plastics and rubber","40","1.00916824652068","28","0.049682920964986","0.563612472977993","Transformational long shots"
"4009","Vulcanized rubber tubes","Plastics and rubber","40","0.879439097043693","30","0.0547024813956738","0.552406156502188","Strategic bets"
"401","401","Unknown","","","","","","Network only"
"4010","Conveyor belts of vulcanized rubber","Plastics and rubber","40","0.982495790161195","27","0.0508577416319318","0.548192247781164","Transformational long shots"
"4016","Other articles of vulcanized rubber","Plastics and rubber","40","1.00235121296487","32","0.0521770511266298","0.561796083489242","Strategic bets"
"403","403","Unknown","","","","","","Network only"
"404","404","Unknown","","","","","","Network only"
"405","405","Unknown","","","","","","Network only"
"406","406","Unknown","","","","","","Network only"
"407","407","Unknown","","","","","","Network only"
"408","408","Unknown","","","","","","Network only"
"4109","4109","Hides and leather","41","-0.547645708432967","14","","","Network only"
"4110","4110","Hides and leather","41","-0.762249025686497","14","","","Network only"
"4202","Trunks or cases","Hides and leather","42","-0.3855773917049","20","0.0496813804694832","0.424815064586964","Low-priority products"
"4203","Leather apparel","Hides and leather","42","-0.147197565398068","40","0.0590657429459455","0.437078709614885","Middle-range candidates"
"4301","Other raw furskins","Hides and leather","43","-0.423286320152965","16","0.0654968414473382","0.403500167358548","Middle-range candidates"
"4403","4403","Wood and paper","44","-1.50443400175557","54","","","Network only"
"4407","4407","Wood and paper","44","-1.22882133817918","51","","","Network only"
"4408","Sheets for veneering for plywood","Wood and paper","44","-0.892877610239679","41","0.0727828947920425","0.468060919076856","Excluded from relative universe"
"4409","4409","Wood and paper","44","-1.02744889964634","48","","","Network only"
"4410","Particle board and similar board","Wood and paper","44","0.193551881625791","31","0.0624784296661978","0.525066038233032","Middle-range candidates"
"4411","Fiberboard of wood","Wood and paper","44","0.105805427374859","35","0.0701062296346202","0.525095783297727","Incremental extensions"
"4412","Plywood","Wood and paper","44","-0.837493352681817","43","0.0842238197374948","0.477685776392474","Incremental extensions"
"4415","Packing boxes","Wood and paper","44","0.19986866006838","51","0.0645202409930662","0.509669067393704","Middle-range candidates"
"4417","4417","Wood and paper","44","-0.425985128926372","36","","","Network only"
"4418","Wood carpentry for construction","Wood and paper","44","-0.213157851583574","43","0.0714583137139498","0.500494069286687","Incremental extensions"
"4703","Chemical woodpulp, soda or sulfate","Wood and paper","47","-0.19045310542581","13","0.0805725854404267","0.488722870491082","Incremental extensions"
"4705","Semichemical woodpulp","Wood and paper","47","-0.151838721414291","11","0.073913768831359","0.444006457085186","Incremental extensions"
"4707","Paper waste","Wood and paper","47","-0.163555791639226","66","0.0701671006412567","0.474745262508608","Incremental extensions"
"4808","Corrugated paper and paperboard","Wood and paper","48","-0.0403331697137417","38","0.0622683456541831","0.491308865178011","Middle-range candidates"
"4818","Toilet paper","Wood and paper","48","-0.18759726908052","51","0.0676553030360052","0.500570932805462","Incremental extensions"
"4819","Cardboard packing containers","Wood and paper","48","-0.307925673615827","55","0.0637270419291423","0.480665603335098","Middle-range candidates"
"4821","Paper labels","Wood and paper","48","0.161217715977535","49","0.0637733257245282","0.513597870537439","Middle-range candidates"
"4822","Bobbins, spools, cops of paper","Wood and paper","48","0.317025690217041","39","0.0625009780943812","0.514057313432261","Middle-range candidates"
"4823","Other paper cut to size","Wood and paper","48","0.154531523785342","33","0.0581211128696727","0.509486288479928","Middle-range candidates"
"4901","Books, brochures etc.","Wood and paper","49","0.370327947408118","43","0.0610570446248971","0.503647354188982","Middle-range candidates"
"4902","Newspapers, journals and periodicals","Wood and paper","49","0.917481305326852","26","0.0503429891736568","0.523957921134913","Transformational long shots"
"4911","Other printed matter","Wood and paper","49","0.426467587596784","41","0.059907951047873","0.510808593578868","Middle-range candidates"
"5002","Raw silk","Textiles and apparel","50","0.376512933582693","8","0.0477951815867135","0.405042483240156","Middle-range candidates"
"5004","Silk yarn","Textiles and apparel","50","0.525046478461945","7","0.043242975537667","0.40362641907565","Excluded from relative universe"
"5204","Cotton sewing thread","Textiles and apparel","52","-0.638402339931701","30","0.0632147828609092","0.432908056497053","Excluded from relative universe"
"5205","Cotton yarn of > 85%","Textiles and apparel","52","-1.53219172077447","21","0.0739922033674332","0.393684275732798","Incremental extensions"
"5206","Cotton yarn of < 85%","Textiles and apparel","52","-1.02560543215756","20","0.0611359312282592","0.384788314145723","Middle-range candidates"
"5210","Woven fabrics of cotton of < 85% weighing < 200 g/m2","Textiles and apparel","52","-0.42309128837698","15","0.0506762077727839","0.405304994728177","Low-priority products"
"5309","Woven fabrics of flax","Textiles and apparel","53","0.757434578159761","16","0.0450495818182232","0.483736576078484","Middle-range candidates"
"5401","Synthetic sowing thread","Textiles and apparel","54","-0.210649645858656","30","0.0555510208858863","0.448164922655615","Middle-range candidates"
"5408","Woven fabrics of artificial filament yarn","Textiles and apparel","54","0.582452923348761","18","0.0446864696744504","0.479917046772772","Middle-range candidates"
"5503","Synthetic staple fibers","Textiles and apparel","55","0.476390579366437","24","0.0554360891604769","0.50793425598142","Middle-range candidates"
"5514","Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","Textiles and apparel","55","-0.752179261506008","19","0.0595639712323329","0.427255642011932","Middle-range candidates"
"5515","Other woven fabrics of synthetic staple fibers","Textiles and apparel","55","0.125993336020959","20","0.0514444226858119","0.464659464685819","Middle-range candidates"
"5516","Woven fabrics of artificial staple fibers","Textiles and apparel","55","-0.045318285400254","15","0.0525006610463809","0.438882740639197","Low-priority products"
"5605","Metallised yarn","Textiles and apparel","56","0.531367277129048","13","0.0437376512726422","0.445488476123","Excluded from relative universe"
"5701","Carpets, knotted","Textiles and apparel","57","-0.63210266217313","24","0.0649570674608379","0.417394098141665","Middle-range candidates"
"5702","Woven carpets and rugs","Textiles and apparel","57","-0.804599761589412","28","0.0697811564232308","0.426379957726855","Incremental extensions"
"5801","Woven pile fabrics","Textiles and apparel","58","0.643608501687569","15","0.0450003896706874","0.474381825117264","Middle-range candidates"
"5804","Lace and net fabrics","Textiles and apparel","58","0.100759799388827","15","0.0468521122326487","0.420174882916772","Low-priority products"
"5806","Narrow woven fabrics","Textiles and apparel","58","0.282017233371984","24","0.0522586305277098","0.470789654833234","Middle-range candidates"
"5807","Labels and badges of textiles","Textiles and apparel","58","-0.0614055102723972","26","0.0517927667265817","0.435397250597487","Low-priority products"
"5910","Transmission belts or belting, of textile material","Textiles and apparel","59","1.40428327519761","18","0.0402638491045935","0.552250315025782","Transformational long shots"
"5911","Textile articles for technical use","Textiles and apparel","59","1.20768150815627","28","0.0483275379133886","0.56188966185034","Transformational long shots"
"6002","Other knitted fabrics","Textiles and apparel","60","-0.438665999186058","27","0.0594525013635995","0.442269826824028","Middle-range candidates"
"6101","Men's overcoats, knit","Textiles and apparel","61","-0.995826815895769","49","0.0708953157681634","0.435728684679894","Incremental extensions"
"6102","Women's overcoats, knit","Textiles and apparel","61","-0.988045030079657","47","0.069379435264826","0.435172735282411","Incremental extensions"
"6103","Men's suits, knit","Textiles and apparel","61","-1.23235181513356","44","0.0694922116081429","0.407775105038741","Incremental extensions"
"6104","Women's suits, knit","Textiles and apparel","61","-1.19478990713921","40","0.0678078493979901","0.420812570358573","Incremental extensions"
"6105","Men's shirts, knit","Textiles and apparel","61","-1.20449518166049","45","0.0752145474317611","0.420392779012213","Incremental extensions"
"6106","Women's shirts, knit","Textiles and apparel","61","-1.22015170817286","50","0.0796274144708537","0.431621466081843","Incremental extensions"
"6107","Men's undergarments, knit","Textiles and apparel","61","-1.0942319547855","40","0.0694228122690156","0.427844551377657","Incremental extensions"
"6108","Women's undergarments, knit","Textiles and apparel","61","-1.18734991736658","30","0.068695837544668","0.418450454483772","Incremental extensions"
"6109","T-shirts, knit","Textiles and apparel","61","-1.09034678584388","47","0.0713034430467889","0.437006534114904","Incremental extensions"
"6110","Sweaters, pullovers, sweatshirts etc., knit","Textiles and apparel","61","-0.957510049845006","42","0.066243052651861","0.436880122105361","Middle-range candidates"
"6111","Babies' garments, knit","Textiles and apparel","61","-1.06260113027059","35","0.0666166464017704","0.42141939010535","Incremental extensions"
"6112","Activewear, knit","Textiles and apparel","61","-0.639003087504867","38","0.0641886752163629","0.448382340046603","Middle-range candidates"
"6113","Garments knit with impregnated fibers","Textiles and apparel","61","-0.765248361051664","31","0.0600312447554772","0.429150743785636","Middle-range candidates"
"6114","Other garments, knit","Textiles and apparel","61","-1.0768345230455","38","0.0679538617298856","0.425780249333684","Incremental extensions"
"6115","Socks, stockings, etc., knit","Textiles and apparel","61","-0.650006874778342","39","0.0674012336176553","0.452930127402045","Incremental extensions"
"6116","Gloves, knit","Textiles and apparel","61","-0.853966976435237","20","0.0587975230227078","0.403450228238461","Middle-range candidates"
"6117","Other clothing accesories, knit","Textiles and apparel","61","-0.895908965176993","27","0.059126068328027","0.404642196358078","Middle-range candidates"
"6201","Men's overcoats, not knit","Textiles and apparel","62","-0.64186227334728","37","0.059415067534871","0.43095698168406","Middle-range candidates"
"6202","Womens overcoats, not knit","Textiles and apparel","62","-0.553233445126407","31","0.0573882086627997","0.441458915978266","Middle-range candidates"
"6203","Men's suits and pants","Textiles and apparel","62","-0.930128676977461","48","0.069153425465025","0.434958712963293","Incremental extensions"
"6204","Women's suits and pants","Textiles and apparel","62","-0.95817334638411","43","0.0641792152865185","0.435405872286434","Middle-range candidates"
"6205","Men's shirts","Textiles and apparel","62","-0.946509301213365","49","0.067298097954371","0.424160741072688","Incremental extensions"
"6206","Women's shirts","Textiles and apparel","62","-0.918925787050591","46","0.0665460187881855","0.427782882239767","Middle-range candidates"
"6207","Men's undergarments","Textiles and apparel","62","-1.09835313468078","42","0.0687930279148176","0.408029015769851","Excluded from relative universe"
"6208","Women's undergarments","Textiles and apparel","62","-0.693444125100774","35","0.0611153273403479","0.419742393406838","Excluded from relative universe"
"6209","Babies' garments","Textiles and apparel","62","-0.869215798408592","36","0.0640625842957579","0.422395452634877","Middle-range candidates"
"6210","Garments made of textile felts and nonwoven fabric","Textiles and apparel","62","-0.610722432394334","44","0.0642441381240427","0.44620827519304","Middle-range candidates"
"6211","Activewear","Textiles and apparel","62","-0.82704360653513","53","0.0673677886339976","0.436891208251259","Incremental extensions"
"6212","Brassieres","Textiles and apparel","62","-0.873685436338517","30","0.0632187417089866","0.417396134385645","Excluded from relative universe"
"6214","Shawls, scarves, etc.","Textiles and apparel","62","-0.656500373870033","20","0.0525858486696458","0.404188239887506","Low-priority products"
"6216","Gloves","Textiles and apparel","62","-0.520659976912802","27","0.0581810070865215","0.449794124484899","Middle-range candidates"
"6305","Bags for packing goods","Textiles and apparel","63","-1.67444264839055","52","0.0846139482126945","0.414894544251488","Incremental extensions"
"6307","Other made up articles","Textiles and apparel","63","-0.83524839722513","29","0.0625727580191884","0.42462070165658","Middle-range candidates"
"6401","Waterproof footwear","Footwear and headgear","64","-0.526208115444843","39","0.0670925661430112","0.459409893240219","Incremental extensions"
"6403","Leather footwear","Footwear and headgear","64","-0.0852368312102214","36","0.0598399408499375","0.478953716952757","Middle-range candidates"
"6404","Textile footwear","Footwear and headgear","64","-0.220953016948534","28","0.0582005911094962","0.458835717350861","Middle-range candidates"
"6405","Other footwear","Footwear and headgear","64","-0.579905031817428","45","0.0695222238081164","0.446875143821124","Incremental extensions"
"6505","Hats, knit","Footwear and headgear","65","-0.817415721066361","26","0.0554611281200596","0.417114738443562","Middle-range candidates"
"6801","Flagstones, of natural stone","Stone and glass","68","-0.331988524462619","26","0.0609464436202757","0.448274001705075","Excluded from relative universe"
"6802","Worked building stone","Stone and glass","68","-0.820862584690798","29","0.0657944577405685","0.439023507203744","Middle-range candidates"
"6804","Grindstones","Stone and glass","68","1.48801600078974","20","0.0438913966335321","0.568803425166585","Excluded from relative universe"
"6806","Mineral wools and insulating materials","Stone and glass","68","0.729539830381332","30","0.0552730553844997","0.534164099150607","Middle-range candidates"
"6810","Articles of cement, of concrete or of artificial stone","Stone and glass","68","0.440365003380494","34","0.054138530366991","0.514797250536082","Middle-range candidates"
"6815","Articles of stone or of other mineral substances","Stone and glass","68","1.012489266743","24","0.048293842387869","0.545825764055043","Excluded from relative universe"
"6903","Other refractory ceramic goods","Stone and glass","69","1.1907693479136","19","0.0418595565495245","0.542869410302598","Transformational long shots"
"6905","Architectural ceramic ornaments","Stone and glass","69","0.399888543787617","25","0.0529697808294867","0.504587233868652","Middle-range candidates"
"7006","Worked glass","Stone and glass","70","2.31556656893288","7","0.0273223130337787","0.473923272340849","Middle-range candidates"
